id,name,type,description
intrastat_category_2014_33029010,33029010,good,"Mixtures of odoriferous substances and mixtures based on one or more of these substances, of a kind used as raw materials in industry, as alcoholic solutions (excl. the food and drink industries)"
intrastat_category_2014_33029090,33029090,good,"Mixtures of odoriferous substances and mixtures based on one or more of these substances, of a kind used as raw materials in industry (excl. the food and drink industries and alcoholic solutions)"
intrastat_category_2014_33030010,33030010,good,Perfumes (excl. aftershave lotions and personal deodorants)
intrastat_category_2014_33030090,33030090,good,"Toilet waters (excl. aftershave lotions, deodorants and hair lotions)"
intrastat_category_2014_33041000,33041000,good,Lip make-up preparations
intrastat_category_2014_33042000,33042000,good,Eye make-up preparations
intrastat_category_2014_33043000,33043000,good,Manicure or pedicure preparations
intrastat_category_2014_33049100,33049100,good,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excl. medicaments)"
intrastat_category_2014_33049900,33049900,good,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), incl. sunscreen or suntan preparations (excl. medicaments, lip and eye make-up preparations, manicure or pedicure preparations and make-up or skin care powders, incl. baby powders)"
intrastat_category_2014_33051000,33051000,good,Shampoos
intrastat_category_2014_33052000,33052000,good,Preparations for permanent waving or straightening
intrastat_category_2014_33053000,33053000,good,Hair lacquers
intrastat_category_2014_33059000,33059000,good,"Preparations for use on the hair (excl. shampoos, preparations for permanent waving or straightening and hair lacquers)"
intrastat_category_2014_33061000,33061000,good,"Dentifrices, incl. those used by dental practitioners"
intrastat_category_2014_33062000,33062000,good,"Yarn used to clean between the teeth ""dental floss"", in individual retail packages"
intrastat_category_2014_33069000,33069000,good,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excl. dentifrices and yarn used to clean between the teeth ""dental floss"")"
intrastat_category_2014_33071000,33071000,good,"Shaving preparations, incl. pre-shave and aftershave products"
intrastat_category_2014_33072000,33072000,good,Personal deodorants and antiperspirants
intrastat_category_2014_33073000,33073000,good,Perfumed bath salts and other bath and shower preparations
intrastat_category_2014_33074100,33074100,good,"""Agarbatti"" and other odoriferous preparations which operate by burning"
intrastat_category_2014_33074900,33074900,good,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during religious rites (excl. agarbatti and other odoriferous preparations which operate by burning)"
intrastat_category_2014_33079000,33079000,good,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s."
intrastat_category_2014_34011100,34011100,good,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded pieces or shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, for toilet use, incl. medicated products"
intrastat_category_2014_34011900,34011900,good,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded pieces or shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent (excl. those for toilet use, incl. medicated products)"
intrastat_category_2014_34012010,34012010,good,"Soap in the form of flakes, granules or powders"
intrastat_category_2014_34012090,34012090,good,"Soap in paste form ""soft soap"" or in aqueous solution ""liquid soap"""
intrastat_category_2014_34013000,34013000,good,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap"
intrastat_category_2014_34021110,34021110,good,"Aqueous solution containing by weight >= 30% but <= 50% of disodium alkyl[oxydi""benzenesulphonate""] (excl. soaps)"
intrastat_category_2014_34021190,34021190,good,"Anionic organic surface-active agents, whether or not put up for retail sale (excl. soaps and aqueous solution containing by weight >= 30% but <= 50% of disodium alkyl[oxydi""benzenesulphonate""])"
intrastat_category_2014_34021200,34021200,good,"Cationic organic surface-active agents, whether or not put up for retail sale (excl. soap)"
intrastat_category_2014_34021300,34021300,good,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excl. soap)"
intrastat_category_2014_34021900,34021900,good,"Organic surface-active agents, whether or not put up for retail sale (excl. anionic, cationic or non-ionic agents and soap)"
intrastat_category_2014_34022020,34022020,good,"Surface-active preparations put up for retail sale (excl. organic surface-active preparations in the form of bars, cakes, moulded pieces or shapes, and organic surface-active products and preparations for washing the skin in the form of liquid or cream)"
intrastat_category_2014_34022090,34022090,good,"Washing preparations, incl. auxiliary washing preparations and cleaning preparations put up for retail sale (excl. organic surface-active agents, soap and surface-active preparations, and products and preparations for washing the skin in the form of liquid or cream)"
intrastat_category_2014_34029010,34029010,good,"Surface-active preparations (excl. those put up for retail sale, organic surface-active preparations in the form of bars, cakes, moulded pieces or shapes, and products and preparations for washing the skin in the form of liquid or cream)"
intrastat_category_2014_34029090,34029090,good,"Washing preparations, incl. auxiliary washing preparations and cleaning preparations (excl. those put up for retail sale, organic surface-active agents, soap and surface-active preparations and products and preparations for washing the skin in the form of liquid or cream)"
intrastat_category_2014_34031100,34031100,good,"Textile lubricant preparations and preparations of a kind used for the oil or grease treatment of leather, furskins or other material containing petroleum oil or bituminous mineral oil (excl. preparations containing, as basic constituents, >= 70% petroleum oil or bituminous mineral oil by weight)"
intrastat_category_2014_34031910,34031910,good,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould-release preparations, based on lubricants and containing, as non-basic constituents, >= 70% petroleum oil or bituminous mineral oil by weight (excl. preparations for the treatment of textiles, leather, furskins and other materials)"
intrastat_category_2014_34031990,34031990,good,"Lubricating preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould-release preparations, based on lubricants, containing, by weight, < 70% of petroleum oil or oil obtained from bituminous minerals (excl. preparations for the treatment of textile materials, leather, fur skins or other materials)"
intrastat_category_2014_34039100,34039100,good,"Textile lubricant preparations and preparations of a kind used for the oil or grease treatment of leather, furskins or other material not containing petroleum oil or bituminous mineral oil"
intrastat_category_2014_34039900,34039900,good,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould-release preparations, based on lubricants but not containing petroleum oil or bituminous mineral oil (excl. preparations for the treatment of textiles, leather, furskins and other materials)"
intrastat_category_2014_34042000,34042000,good,"Poly""oxyethylene"" [polyethylene glycol] waxes"
intrastat_category_2014_34049000,34049000,good,"Artificial waxes and prepared waxes (excl. poly""oxyethylene"" [polyethylene glycol] waxes)"
intrastat_category_2014_34051000,34051000,good,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404)"
intrastat_category_2014_34052000,34052000,good,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors or other woodwork, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404)"
intrastat_category_2014_34053000,34053000,good,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404 and metal polishes)"
intrastat_category_2014_34054000,34054000,good,"Scouring pastes and powders and other scouring preparations, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations"
intrastat_category_2014_34059010,34059010,good,"Metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations"
intrastat_category_2014_34059090,34059090,good,"Glass polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations"
intrastat_category_2014_34060000,34060000,good,"Candles, tapers and the like"
intrastat_category_2014_34070000,34070000,good,"Modelling pastes, incl. those put up for children's amusement; preparations known as ""dental wax"" or as ""dental impression compounds"", put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with a basis of plaster ""of calcined gypsum or calcium sulphate"""
intrastat_category_2014_35011010,35011010,good,Casein for the manufacture of artificial textile fibres
intrastat_category_2014_35011050,35011050,good,Casein for industrial uses (excl. the manufacture of foodstuffs or fodder and artificial textile fibres)
intrastat_category_2014_35011090,35011090,good,Casein for the manufacture of foodstuffs and fodder and other types of casein (excl. the manufacture of artificial textile fibres and other industrial uses)
intrastat_category_2014_35019010,35019010,good,Casein glues (excl. those put up for retail sale as glue and weighing net <= 1 kg)
intrastat_category_2014_35019090,35019090,good,Caseinates and other casein derivatives
intrastat_category_2014_35021110,35021110,good,"Egg albumin, dried ""e.g. in sheets, scales, flakes, powder"", unfit, or to be rendered unfit, for human consumption"
intrastat_category_2014_35021190,35021190,good,"Egg albumin, dried ""e.g. in sheets, scales, flakes, powder"", fit for human consumption"
intrastat_category_2014_35021910,35021910,good,"Egg albumin, unfit, or to be rendered unfit, for human consumption (excl. dried [e.g. in sheets, scales, flakes, powder])"
intrastat_category_2014_35021990,35021990,good,"Egg albumin, fit for human consumption (excl. dried [e.g. in sheets, flakes, crystals, powder])"
intrastat_category_2014_35022010,35022010,good,"Milk albumin ""lactalbumin"", incl. concentrates of two or more whey proteins, containing by weight > 80% whey proteins, calculated on the dry matter, unfit, or to be rendered unfit, for human consumption"
intrastat_category_2014_35022091,35022091,good,"Milk albumin ""lactalbumin"", incl. concentrates of two or more whey proteins, containing by weight > 80% whey proteins, calculated on the dry matter, fit for human consumption, dried ""e.g. in sheets, scales, flakes, powder"""
intrastat_category_2014_35022099,35022099,good,"Milk albumin ""lactalbumin"", incl. concentrates of two or more whey proteins, containing by weight > 80% whey proteins, calculated on the dry matter, fit for human consumption (excl. dried [e.g. in sheets, flakes, crystals, powder])"
intrastat_category_2014_35029020,35029020,good,"Albumins, unfit, or to be rendered unfit, for human consumption (excl. egg albumin and milk albumin [incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, calculated on the dry matter])"
intrastat_category_2014_35029070,35029070,good,"Albumins, fit for human consumption (excl. egg albumin and milk albumin [incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, calculated on the dry matter])"
intrastat_category_2014_35029090,35029090,good,Albuminates and other albumin derivatives
intrastat_category_2014_35030010,35030010,good,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, and derivatives thereof (excl. impure gelatins)"
intrastat_category_2014_35030080,35030080,good,Isinglass; other glues of animal origin (excl. casein glues of heading 3501)
intrastat_category_2014_35040010,35040010,good,"Concentrated milk proteins with a protein content > 85 % by weight, calculated on the dry matter"
intrastat_category_2014_35040090,35040090,good,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; hide powder, whether or not chromed (excl. concentrated milk proteins with a protein content > 85 % by weight, calculated on the dry matter"
intrastat_category_2014_35051010,35051010,good,Dextrins
intrastat_category_2014_35051050,35051050,good,"Starches, etherified or esterified (excl. dextrins)"
intrastat_category_2014_35051090,35051090,good,"Modified starches (excl. etherified starches, esterified starches and dextrins)"
intrastat_category_2014_35052010,35052010,good,"Glues containing < 25% starches, dextrins or other modified starches by weight (excl. those put up for retail sale and weighing net <= 1 kg)"
intrastat_category_2014_35052030,35052030,good,"Glues containing >= 25% but < 55% starches, dextrins or other modified starches by weight (excl. those put up for retail sale and weighing net <= 1 kg)"
intrastat_category_2014_35052050,35052050,good,"Glues containing >= 55% but < 80% starches, dextrins or other modified starches by weight (excl. those put up for retail sale and weighing net <= 1 kg)"
intrastat_category_2014_35052090,35052090,good,"Glues containing >= 80% starches, dextrins or other modified starches by weight (excl. those put up for retail sale and weighing net <= 1 kg)"
intrastat_category_2014_35061000,35061000,good,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, with a net weight of <= 1 kg"
intrastat_category_2014_35069100,35069100,good,"Adhesives based on polymers of heading 3901 to 3913 or on rubber (excl. products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, with a net weight of <= 1 kg)"
intrastat_category_2014_35069900,35069900,good,"Glues, prepared, and other prepared adhesives, n.e.s."
intrastat_category_2014_35071000,35071000,good,Rennet and concentrates thereof
intrastat_category_2014_35079030,35079030,good,Lipoprotein lipase and aspergillus alkaline protease
intrastat_category_2014_35079090,35079090,good,"Enzymes and prepared enzymes, n.e.s. (excl. rennet and concentrates thereof, lipoprotein lipase and Aspergillus alkaline protease)"
intrastat_category_2014_36010000,36010000,good,Propellent powders
intrastat_category_2014_36020000,36020000,good,Prepared explosives (excl. propellent powders)
intrastat_category_2014_36030010,36030010,good,Safety fuses and detonating fuses
intrastat_category_2014_36030090,36030090,good,"Percussion or detonating caps, igniters and electric detonators (excl. grenade detonators and cartridge cases, whether or not with percussion caps)"
intrastat_category_2014_36041000,36041000,good,Fireworks
intrastat_category_2014_36049000,36049000,good,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excl. fireworks and cartridge blanks)"
intrastat_category_2014_36050000,36050000,good,Matches (excl. pyrotechnic articles of heading 3604)
intrastat_category_2014_36061000,36061000,good,"Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters, with a capacity of <= 300 cm³"
intrastat_category_2014_36069010,36069010,good,Ferro-cerium and other pyrophoric alloys in all forms
intrastat_category_2014_36069090,36069090,good,"Metaldehyde, hexamethylenetetramine and similar products in tablets, sticks or similar forms, for use as fuel; alcohol-based fuels and prepared fuels of a similar kind, whether solid or in paste form; resin torches, firelighters and the like"
intrastat_category_2014_37011000,37011000,good,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excl. of paper, paperboard and textiles)"
intrastat_category_2014_37012000,37012000,good,"Instant print film in the flat, sensitised, unexposed, whether or not in packs"
intrastat_category_2014_37013000,37013000,good,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm"
intrastat_category_2014_37019100,37019100,good,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles, for colour photography ""polychrome"" (excl. instant print film)"
intrastat_category_2014_37019900,37019900,good,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, of any material other than paper, paperboard or textiles (excl. X-ray film and photographic plates, film in the flat with any side > 255 mm, and instant print film)"
intrastat_category_2014_37021000,37021000,good,"Photographic film in rolls, unexposed, for X-ray (excl. of paper, paperboard or textiles)"
intrastat_category_2014_37023191,37023191,good,"Colour negative film of a width of >= 75 mm but <= 105 mm and of a length of >= 100 m for the manufacture of instant-picture film-packs, in rolls, sensitised, unexposed, without perforations (excl. that of paper, paperboard or textiles)"
intrastat_category_2014_37023197,37023197,good,"Photographic film ""incl. instant print film"", in rolls, sensitised, unexposed, without perforations, width <= 105 mm, for colour photography ""polychrome"" (excl. that of paper, paperboard or textiles and negative film of a width of >= 75 mm but <= 105 mm and of a length of >= 100 m for the manufacture of instant-picture film-packs)"
intrastat_category_2014_37023210,37023210,good,"Microfilm and photographic film ""incl. instant print film"" for the graphic arts, sensitised, in rolls, unexposed, without perforations, width <= 35 mm, with silver halide emulsion for monochrome photography (excl. that of paper, paperboard or textiles)"
intrastat_category_2014_37023220,37023220,good,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, width <= 35 mm, with silver halide emulsion for monochrome photography (excl. that of paper, paperboard or textiles, X-ray film, microfilm and film for the graphic arts)"
intrastat_category_2014_37023285,37023285,good,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, of a width of > 35 mm to 105 mm and with silver halide emulsion other than for monochrome photography (excl. film made of paper, paperboard or textiles and films for X-ray)"
intrastat_category_2014_37023900,37023900,good,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, width <= 105 mm, for monochrome photography (excl. film with silver halide emulsion, film made of paper, paperboard or textiles and X-ray film)"
intrastat_category_2014_37024100,37024100,good,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, width > 610 mm, length > 200 m, for colour photography ""polychrome"" (excl. that of paper, paperboard or textiles)"
intrastat_category_2014_37024200,37024200,good,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, width > 610 mm, length > 200 m, for monochrome photography (excl. that of paper, paperboard or textiles)"
intrastat_category_2014_37024300,37024300,good,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, width > 610 mm, length <= 200 m (excl. that of paper, paperboard or textiles)"
intrastat_category_2014_37024400,37024400,good,"Photographic film ""incl. instant print film""m, sensitised, in rolls, unexposed, without perforations, width > 105 mm to 610 mm (excl. that of paper, paperboard or textiles)"
intrastat_category_2014_37025200,37025200,good,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width <= 16 mm (excl. of paper, paperboard or textiles)"
intrastat_category_2014_37025300,37025300,good,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 16 mm to 35 mm, length <= 30 m, for slides"
intrastat_category_2014_37025400,37025400,good,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 16 mm but <= 35 mm, length <= 30 m (excl. of paper, paperboard and textiles; for slides)"
intrastat_category_2014_37025500,37025500,good,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 16 mm but <= 35 mm, length > 30 m (excl. of paper, paperboard and textiles; for slides)"
intrastat_category_2014_37025600,37025600,good,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 35 mm (excl. that of paper, paperboard or textiles)"
intrastat_category_2014_37029610,37029610,good,"Microfilm and film for the graphic arts, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width <= 35 mm, length <= 30 m"
intrastat_category_2014_37029690,37029690,good,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width <= 35 mm, length <= 30 m (excl. of paper, paperboard and textiles; X-ray film, instant print roll film, microfilm and film for the graphic arts)"
intrastat_category_2014_37029710,37029710,good,"Microfilm and film for the graphic arts, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width <= 35 mm, length > 30 m (excl. of paper, paperboard and textiles)"
intrastat_category_2014_37029790,37029790,good,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width <= 35 mm, length > 30 m (excl. of paper, paperboard and textiles; X-ray film, instant print roll film, microfilm and film for the graphic arts)"
intrastat_category_2014_37029800,37029800,good,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width > 35 mm (excl. of paper, paperboard and textiles; X-ray film)"
intrastat_category_2014_37031000,37031000,good,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide"
intrastat_category_2014_37032000,37032000,good,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ""polychrome"" (excl. products in rolls > 610 mm wide)"
intrastat_category_2014_37039000,37039000,good,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography (excl. products in rolls > 610 mm wide)"
intrastat_category_2014_37040010,37040010,good,"Photographic plates and film, exposed but not developed (excl. products made of paper, paperboard or textiles)"
intrastat_category_2014_37040090,37040090,good,"Photographic paper, paperboard and textiles, exposed but not developed"
intrastat_category_2014_37051000,37051000,good,"Photographic plates and film, exposed and developed, for offset reproduction (excl. products made of paper, paperboard or textiles and ready-to-use plates)"
intrastat_category_2014_37059010,37059010,good,"Microfilm, exposed and developed (excl. microfilm for offset reproduction)"
intrastat_category_2014_37059090,37059090,good,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard or textiles, cinematographic film, film for offset reproduction and microfilm)"
intrastat_category_2014_37061020,37061020,good,"Cinematographic film, exposed and developed, consisting only of soundtrack, width >= 35 mm; Negatives and intermediate positives of cinematographic film, exposed and developed, whether or not incorporating soundtrack, width >= 35 mm"
intrastat_category_2014_37061099,37061099,good,"Positives of cinematographic film, exposed and developed, whether or not incorporating soundtrack, width >= 35 mm (excl. intermediate positives, and consisting only of soundtrack)"
intrastat_category_2014_37069052,37069052,good,"Cinematographic film, exposed and developed, consisting only of soundtrack, width < 35 mm; Negatives, intermediate positives and newsreels of cinematographic film, exposed and developed, whether or not incorporating soundtrack, width < 35 mm"
intrastat_category_2014_37069091,37069091,good,"Positives of cinematographic film, exposed and developed, whether or not incorporating soundtrack, width < 10 mm (excl. intermediate positives and newsreels, and consisting only of soundtrack)"
intrastat_category_2014_37069099,37069099,good,"Positives of cinematographic film, exposed and developed, whether or not incorporating soundtrack, width >= 10 mm but < 35 mm (excl. intermediate positives and newsreels, and consisting only of soundtrack)"
intrastat_category_2014_37071000,37071000,good,"Sensitising emulsions ""for photographic uses"""
intrastat_category_2014_37079020,37079020,good,"Developers and fixers in the form of chemical preparations for photographic use, incl. unmixed products, in measured doses or put up for retail sale ready for use (excl. salts and compounds of heading 2843 to 2846)"
intrastat_category_2014_37079090,37079090,good,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions or put up for retail sale in a form ready for use (excl. varnishes, glues, adhesives and similar preparations, sensitising emulsions, developers and fixers and salts and precious-metal compounds etc. of heading 2843 to 2846)"
intrastat_category_2014_38011000,38011000,good,"Artificial graphite (excl. retort graphite, retort carbon and goods of artificial graphite, incl. refractory materials based on artificial graphite)"
intrastat_category_2014_38012010,38012010,good,Colloidal graphite in suspension in oil; semi-colloidal graphite
intrastat_category_2014_38012090,38012090,good,Colloidal graphite (excl. in suspension in oil and semi-colloidal graphite)
intrastat_category_2014_38013000,38013000,good,Carbonaceous pastes for electrodes and similar pastes for furnace linings
intrastat_category_2014_38019000,38019000,good,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures (excl. carbonaceous pastes for electrodes and similar pastes for furnace linings)"
intrastat_category_2014_38021000,38021000,good,"Activated carbon (excl. medicaments or deodorant products for fridges, vehicles etc., put up for retail sale)"
intrastat_category_2014_38029000,38029000,good,"Activated kieselguhr and other activated natural mineral products; animal black, whether or not spent (excl. activated carbon, calcinated diatomite without the addition of sintering agents and activated chemical products)"
intrastat_category_2014_38030010,38030010,good,Crude tall oil
intrastat_category_2014_38030090,38030090,good,"Tall oil, whether or not refined (excl. crude tall oil)"
intrastat_category_2014_38040000,38040000,good,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, incl. lignin sulphonates (excl. tall oil, sodium hydroxide ""caustic soda"" and sulphate pitch)"
intrastat_category_2014_38051010,38051010,good,Gum turpentine
intrastat_category_2014_38051030,38051030,good,Wood turpentine
intrastat_category_2014_38051090,38051090,good,Sulphate turpentine
intrastat_category_2014_38059010,38059010,good,Pine oil containing alpha-terpineol as the main constituent
intrastat_category_2014_38059090,38059090,good,"Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by the distillation or other treatment of coniferous woods (excl. gum turpentine, wood turpentine, sulphate turpentine and pine oil containing alpha-terpineol as the main constituent)"
intrastat_category_2014_38061000,38061000,good,Rosin and resin acids
intrastat_category_2014_38062000,38062000,good,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excl. salts of rosin adducts)"
intrastat_category_2014_38063000,38063000,good,Ester gums
intrastat_category_2014_38069000,38069000,good,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin oils and modified natural resins obtained by heat treatment ""run gums"" (excl. salts of rosin, of resin acids or salts of derivatives of rosin or resin acids, and ester gums)"
intrastat_category_2014_38070010,38070010,good,Wood tar
intrastat_category_2014_38070090,38070090,good,"Brewer's pitch and similar preparations based on rosin, resin acids or vegetable pitch; wood tar oils, wood creosote, wood naphtha and vegetable pitch (excl. wood tar, Burgundy pitch, yellow pitch, stearin pitch, fatty acid pitch, fatty tar and glycerin pitch)"
intrastat_category_2014_38085000,38085000,good,"Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl (ISO); camphechlor (ISO) (toxaphene); captafol (ISO); chlordane (ISO); chlordimeform (ISO); chlorobenzilate (ISO); DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane); dieldrin (ISO, INN); 4,6-dinitro-o-cresol (DNOC (ISO)) or its salts; dinoseb (ISO), its salts or its esters; ethylene dibromide (ISO) (1,2-dibromoethane); ethylene dichloride (ISO) (1,2-dichloroethane); fluoroacetamide (ISO); heptachlor (ISO); hexachlorobenzene (ISO); 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN); mercury compounds; methamidophos (ISO); monocrotophos (ISO); oxirane (ethylene oxide); parathion (ISO); parathion-methyl (ISO) (methyl-parathion); pentachlorophenol (ISO), its salts or its esters; phosphamidon (ISO); 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts or its esters; tributyltin compounds. Also dustable powder formulations containing a mixture of benomyl (ISO), carbofuran (ISO) and thiram (ISO)."
intrastat_category_2014_38089110,38089110,good,"Insecticides based on pyrethroids, put up in forms or packings for retail sale or as preparations or articles (excl. goods of subheading 3808.50)"
intrastat_category_2014_38089120,38089120,good,"Insecticides based on chlorinated hydrocarbons, put up in forms or packings for retail sale or as preparations or articles (excl. goods of subheading 3808.50)"
intrastat_category_2014_38089130,38089130,good,"Insecticides based on carbamates, put up in forms or packings for retail sale or as preparations or articles (excl. goods of subheading 3808.50)"
intrastat_category_2014_38089140,38089140,good,"Insecticides based on organophosphorus compounds, put up in forms or packings for retail sale or as preparations or articles (excl. goods of subheading 3808.50)"
intrastat_category_2014_38089190,38089190,good,"Insecticides put up in forms or packings for retail sale or as preparations or articles (excl. such products based on pyrethroids, chlorinated hydrocarbons, carbamates or organophosphorus compounds and goods of subheading 3808.50)"
intrastat_category_2014_38089210,38089210,good,"Fungicide preparations based on copper compounds, inorganic (excl. goods of subheading 3808.50)"
intrastat_category_2014_38089220,38089220,good,"Fungicides, put up in forms or packings for retail sale or as preparations or articles, inorganic (excl. preparations based on copper compounds and goods of subheading 3808.50)"
intrastat_category_2014_38089230,38089230,good,"Fungicides based on dithiocarbamates, put up in forms or packings for retail sale or as preparations or articles (excl. inorganic fungicides and goods of subheading 3808.50)"
intrastat_category_2014_38089240,38089240,good,"Fungicides based on benzimidazoles, put up in forms or packings for retail sale or as preparations or articles (excl. inorganic fungicides and goods of subheading 3808.50)"
intrastat_category_2014_38089250,38089250,good,"Fungicides based on diazoles or triazoles, put up in forms or packings for retail sale or as preparations or articles (excl. inorganic fungicides and goods of subheading 3808.50)"
intrastat_category_2014_38089260,38089260,good,"Fungicides based on diazines or morpholines, put up in forms or packings for retail sale or as preparations or articles (excl. inorganic fungicides and goods of subheading 3808.50)"
intrastat_category_2014_38089290,38089290,good,"Fungicides put up in forms or packings for retail sale or as preparations or articles (excl. inorganic fungicides and fungicides based on dithiocarbamates, benzimidazoles, diazoles, triazoles, diazines or morpholines and goods of subheading 3808.50)"
intrastat_category_2014_38089311,38089311,good,"Herbicides based on phenoxy-phytohormones, put up in forms or packings for retail sale or as preparations or articles (excl.  goods of subheading 3808.50)"
intrastat_category_2014_38089313,38089313,good,"Herbicides based on triazines, put up in forms or packings for retail sale or as preparations or articles (excl.  goods of subheading 3808.50)"
intrastat_category_2014_38089315,38089315,good,"Herbicides based on amides, put up in forms or packings for retail sale or as preparations or articles (excl.  goods of subheading 3808.50)"
intrastat_category_2014_38089317,38089317,good,"Herbicides based on carbamates, put up in forms or packings for retail sale or as preparations or articles (excl.  goods of subheading 3808.50)"
intrastat_category_2014_38089321,38089321,good,"Herbicides based on dinitroaniline derivatives, put up in forms or packings for retail sale or as preparations or articles (excl.  goods of subheading 3808.50)"
intrastat_category_2014_38089323,38089323,good,"Herbicides based on derivatives of urea, uracil or of sulphonylurea, put up in forms or packings for retail sale or as preparations or articles (excl.  goods of subheading 3808.50)"
intrastat_category_2014_38089327,38089327,good,"Herbicides put up in forms or packings for retail sale or as preparations or articles (excl. such products based on phenoxy-phytohormones, triazines, amides, carbamates, dinitroaniline derivatives or derivatives of urea, uracil or of sulphonylurea and goods of subheading 3808.50)"
intrastat_category_2014_38089330,38089330,good,Anti-sprouting products put up for retail sale or as preparations or articles (excl. goods of subheading 3808.50)
intrastat_category_2014_38089390,38089390,good,Plant-growth regulators put up for retail sale or as preparations or articles (excl. goods of subheading 3808.50)
