id,name,type,description
intrastat_category_2014_38089410,38089410,good,"Disinfectants, based on quaternary ammonium salts, put up for retail sale or as preparations or articles (excl. goods of subheading 3808.50)"
intrastat_category_2014_38089420,38089420,good,"Disinfectants, based on halogenated compounds, put up for retail sale or as preparations or articles (excl. goods of subheading 3808.50)"
intrastat_category_2014_38089490,38089490,good,"Disinfectants, put up for retail sale or as preparations or articles (excl. such products based on quaternary ammonium salts or halogenated compounds and goods of subheading 3808.50)"
intrastat_category_2014_38089910,38089910,good,"Rodenticides, put up for retail sale or as preparations or articles (excl. goods of subheading 3808.50)"
intrastat_category_2014_38089990,38089990,good,"Plant protection products, put up in forms or packings for retail sale or as preparations or articles (excl. insecticides, fungicides, herbicides, disinfectants, rodenticides, and goods of subheading 3808.50)"
intrastat_category_2014_38091010,38091010,good,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing < 55% of these substances by weight"
intrastat_category_2014_38091030,38091030,good,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing >= 55% to < 70% of these substances by weight"
intrastat_category_2014_38091050,38091050,good,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing >= 70% to < 83% of these substances by weight"
intrastat_category_2014_38091090,38091090,good,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing >= 83% of these substances by weight"
intrastat_category_2014_38099100,38099100,good,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the textile or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
intrastat_category_2014_38099200,38099200,good,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the paper or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
intrastat_category_2014_38099300,38099300,good,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the leather or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
intrastat_category_2014_38101000,38101000,good,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders consisting of metal and other materials"
intrastat_category_2014_38109010,38109010,good,Preparations of a kind used as coatings or cores for welding electrodes or rods
intrastat_category_2014_38109090,38109090,good,"Fluxes and other auxiliary preparations for soldering, brazing or welding (excl. preparations of a kind used as cores or coatings for welding electrodes or rods, soldering, brazing or welding powders and pastes consisting of metal and other materials, and welding electrodes or rods of base metals or metal carbides coated with fluxes)"
intrastat_category_2014_38111110,38111110,good,Anti-knock preparations for motor fuels based on tetraethyl-lead
intrastat_category_2014_38111190,38111190,good,Anti-knock preparations for motor fuels based on lead compounds (excl. tetraethyl-lead)
intrastat_category_2014_38111900,38111900,good,Anti-knock preparations for motor fuels (excl. those based on lead compounds)
intrastat_category_2014_38112100,38112100,good,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil
intrastat_category_2014_38112900,38112900,good,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil
intrastat_category_2014_38119000,38119000,good,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives for mineral oils, incl. gasoline, or for other liquids used for the same purposes as mineral oils (excl. anti-knock preparations and oil lubricant additives)"
intrastat_category_2014_38121000,38121000,good,Prepared rubber accelerators
intrastat_category_2014_38122010,38122010,good,"Reaction mixture containing benzyl 3-isobutyryloxy-1-isopropyl-2,2-dimethylpropyl phthalate and benzyl 3-isobutyryloxy-2,2,4-trimethylpentyl phthalate as composite plasticisers for rubber or plastics"
intrastat_category_2014_38122090,38122090,good,"Composite plasticisers for rubber or plastics, n.e.s. (excl. reaction mixture containing benzyl 3-isobutyryloxy-1-isopropyl-2,2-dimethylpropyl phthalate and benzyl 3-isobutyryloxy-2,2,4-trimethylpentyl phthalate)"
intrastat_category_2014_38123021,38123021,good,"Mixtures of oligomers of 1,2-dihydro-2,2,4-trimethyl-quinoline"
intrastat_category_2014_38123029,38123029,good,"Anti-oxidising preparations for rubber or plastics (excl. mixtures of oligomers of 1,2-dihydro-2,2,4-trimethyl-quinoline)"
intrastat_category_2014_38123080,38123080,good,Compound stabilisers for rubber or plastics (excl. anti-oxidising preparations)
intrastat_category_2014_38130000,38130000,good,"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excl. full or empty fire-extinguishing devices, whether or not portable, unmixed chemically undefined products with fire-extinguishing properties in other forms)"
intrastat_category_2014_38140010,38140010,good,"Organic composite solvents and thinners and prepared paint or varnish removers, based on butyl acetate (excl. nail varnish remover)"
intrastat_category_2014_38140090,38140090,good,Organic composite solvents and thinners and prepared paint or varnish removers (excl. those based on butyl acetate and nail varnish remover)
intrastat_category_2014_38151100,38151100,good,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s."
intrastat_category_2014_38151200,38151200,good,"Supported catalysts with precious metal or a precious-metal compound as the active substance, n.e.s."
intrastat_category_2014_38151910,38151910,good,"Catalysts in the form of grains of which >= 90% by weight have a particle-size <= 10 micrometres, consisting of a mixture of oxides on a magnesium-silicate support, containing by weight >= 20% but <= 35% of copper and >= 2% but <= 3% of bismuth and of an apparent specific gravity of >= 0,2 but <= 1,0"
intrastat_category_2014_38151990,38151990,good,"Supported catalysts, n.e.s. (excl. supported catalysts with precious metal, a precious-metal compound, nickel or a nickel compound as the active substance and catalysts in the form of grains of which >= 90% by weight have a particle-size <= 10 micrometres, consisting of a mixture of oxides on a magnesium-silicate support, containing by weight >= 20% but <= 35% of copper and >= 2% but <= 3% of bismuth and of an apparent specific gravity of >= 0,2 but <= 1,0)"
intrastat_category_2014_38159010,38159010,good,Catalysts consisting of ethyltriphenylphosphonium acetate in the form of a solution in methanol (excl. supported catalysts)
intrastat_category_2014_38159090,38159090,good,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber accelerators, supported catalysts and catalysts consisting of ethyltriphenylphosphonium acetate in the form of a solution in methanol)"
intrastat_category_2014_38160000,38160000,good,"Refractory cements, mortars, concretes and similar compositions (excl. preparations based on graphite or other carbonaceous substances)"
intrastat_category_2014_38170050,38170050,good,Linear alkylbenzene
intrastat_category_2014_38170080,38170080,good,"Mixed alkylbenzenes and mixed alkylnaphthalenes, produced by the alkylation of benzene and naphthalene (excl. linear alkylbenzene and mixed isomers of cyclic hydrocarbons)"
intrastat_category_2014_38180010,38180010,good,"Silicon doped for use in electronics, in the form of discs, wafers, cylinders, rods or similar forms, whether or not polished or with a uniform epitaxial coating (excl. elements that have been further processed, e.g. by selective diffusion)"
intrastat_category_2014_38180090,38180090,good,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, cylinders, rods or similar forms, or cut into discs, wafers or similar forms, whether or not polished or with a uniform epitaxial coating (excl. elements that have been further processed, e.g. by selective diffusion, and doped silicon)"
