"id","sequence","description","invoice_label","name","amount","amount_type","type_tax_use","tax_group_id","active","repartition_line_ids/repartition_type","repartition_line_ids/document_type","repartition_line_ids/tag_ids","repartition_line_ids/factor_percent","repartition_line_ids/account_id","fiscal_position_ids","original_tax_ids"
"","","","","","","","","","","tax","refund","","","","",""
"lu_2011_tax_VP-EC-0","495","","0%","0% EC S","0.0","percent","sale","tax_group_0","","base","invoice","019","","","account_fiscal_position_template_LU_EC","lu_2015_tax_VP-PA-13,lu_2015_tax_VP-PA-8,lu_2011_tax_VP-PA-3,lu_2015_tax_VP-PA-14,lu_2015_tax_VP-PA-17,lu_2015_tax_VP-PA-16,lu_2015_tax_VP-PA-7,lu_2011_tax_VP-PA-0"
"","","","","","","","","","","tax","invoice","","","","",""
"","","","","","","","","","","base","refund","019","","","",""
"","","","","","","","","","","tax","refund","","","","",""
"lu_2011_tax_VP-IC-0","496","","0%","0% IC S","0.0","percent","sale","tax_group_0","","base","invoice","423","","","account_fiscal_position_template_LU_IC","lu_2015_tax_VP-PA-13,lu_2015_tax_VP-PA-8,lu_2011_tax_VP-PA-3,lu_2015_tax_VP-PA-14,lu_2015_tax_VP-PA-17,lu_2015_tax_VP-PA-16,lu_2015_tax_VP-PA-7"
"","","","","","","","","","","tax","invoice","","","","",""
"","","","","","","","","","","base","refund","423","","","",""
"","","","","","","","","","","tax","refund","","","","",""
"lu_2011_tax_VP-IC-EX","497","","0%","0% EX IC S","0.0","percent","sale","tax_group_0","","base","invoice","424","","","account_fiscal_position_template_LU_IC",""
"","","","","","","","","","","tax","invoice","","","","",""
"","","","","","","","","","","base","refund","424","","","",""
"","","","","","","","","","","tax","refund","","","","",""
"lu_2011_tax_VP-PA-0","498","","0%","0% S","0.0","percent","sale","tax_group_0","","base","invoice","033","","","account_fiscal_position_template_private_LU_IC,account_fiscal_position_template_LU_LU",""
"","","","","","","","","","","tax","invoice","","","","",""
"","","","","","","","","","","base","refund","033","","","",""
"","","","","","","","","","","tax","refund","","","","",""
"lu_2015_tax_VP-PA-14","500","","14%","14% S","14.0","percent","sale","tax_group_14","","base","invoice","703","","","account_fiscal_position_template_private_LU_IC,account_fiscal_position_template_LU_LU",""
"","","","","","","","","","","tax","invoice","704","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","703","","","",""
"","","","","","","","","","","tax","refund","704","","lu_2020_account_461411","",""
"lu_2015_tax_VP-PA-17","479","","17%","17% S","17.0","percent","sale","tax_group_17","","base","invoice","701","","","account_fiscal_position_template_private_LU_IC,account_fiscal_position_template_LU_LU",""
"","","","","","","","","","","tax","invoice","702","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","701","","","",""
"","","","","","","","","","","tax","refund","702","","lu_2020_account_461411","",""
"lu_2015_tax_VP-PA-16","480","","16%","16% S","16.0","percent","sale","tax_group_16","False","base","invoice","901","","","account_fiscal_position_template_private_LU_IC,account_fiscal_position_template_LU_LU",""
"","","","","","","","","","","tax","invoice","902","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","901","","","",""
"","","","","","","","","","","tax","refund","902","","lu_2020_account_461411","",""
"lu_2015_tax_VP-PA-13","481","","13%","13% S","13.0","percent","sale","tax_group_13","False","base","invoice","903","","","account_fiscal_position_template_private_LU_IC,account_fiscal_position_template_LU_LU",""
"","","","","","","","","","","tax","invoice","904","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","903","","","",""
"","","","","","","","","","","tax","refund","904","","lu_2020_account_461411","",""
"lu_2015_tax_VP-PA-7","482","","7%","7% S","7.0","percent","sale","tax_group_7","False","base","invoice","905","","","account_fiscal_position_template_private_LU_IC,account_fiscal_position_template_LU_LU",""
"","","","","","","","","","","tax","invoice","906","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","905","","","",""
"","","","","","","","","","","tax","refund","906","","lu_2020_account_461411","",""
"lu_2011_tax_VP-PA-3","503","","3%","3% S","3.0","percent","sale","tax_group_3","","base","invoice","031","","","account_fiscal_position_template_private_LU_IC,account_fiscal_position_template_LU_LU",""
"","","","","","","","","","","tax","invoice","040","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","031","","","",""
"","","","","","","","","","","tax","refund","040","","lu_2020_account_461411","",""
"lu_2015_tax_VP-PA-8","505","","8%","8% S","8.0","percent","sale","tax_group_8","","base","invoice","705","","","account_fiscal_position_template_private_LU_IC,account_fiscal_position_template_LU_LU",""
"","","","","","","","","","","tax","invoice","706","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","705","","","",""
"","","","","","","","","","","tax","refund","706","","lu_2020_account_461411","",""
"lu_2015_tax_SANS","506","Tax free","0%","0%","0.0","percent","purchase","tax_group_0","","base","invoice","","","","account_fiscal_position_template_LU_LU,account_fiscal_position_template_private_LU_IC",""
"","","","","","","","","","","tax","invoice","","","","",""
"","","","","","","","","","","base","refund","","","","",""
"","","","","","","","","","","tax","refund","","","","",""
"lu_2015_tax_SANS_sale","507","","0%","0% S S","0.0","percent","sale","tax_group_0","","base","invoice","","","","account_fiscal_position_template_LU_LU,account_fiscal_position_template_private_LU_IC",""
"","","","","","","","","","","tax","invoice","","","","",""
"","","","","","","","","","","base","refund","","","","",""
"","","","","","","","","","","tax","refund","","","","",""
"lu_2015_tax_ATN_sale","510","","17%","17% ATN","17.0","percent","sale","tax_group_17","","base","invoice","456||701","","","account_fiscal_position_template_LU_LU,account_fiscal_position_template_private_LU_IC",""
"","","","","","","","","","","tax","invoice","702","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","456||701","","","",""
"","","","","","","","","","","tax","refund","702","","lu_2020_account_461411","",""
"lu_2015_tax_ATN_sale_16","511","","16%","16% ATN","16.0","percent","sale","tax_group_16","False","base","invoice","456||901","","","account_fiscal_position_template_LU_LU,account_fiscal_position_template_private_LU_IC",""
"","","","","","","","","","","tax","invoice","902","","lu_2020_account_461411","",""
"","","","","","","","","","","base","refund","456||901","","","",""
"","","","","","","","","","","tax","refund","902","","lu_2020_account_461411","",""
