"id","name","description"
"l10n_be_intrastat.intrastat_category_2014_62101092","62101092","Single-use gowns made up of nonwovens, of a kind used by patients or surgeons during surgical procedures"
"l10n_be_intrastat.intrastat_category_2014_62101098","62101098","Garments made up of nonwovens, whether or not impregnated, coated, covered or laminated (excl. babies' garments, clothing accessories, and single-use gowns used during surgical procedures)"
"l10n_be_intrastat.intrastat_category_2014_62102000","62102000","Garments of the type described in subheading 6201,11 to 6201,19, rubberised or impregnated, coated, covered or laminated with plastics or other substances"
"l10n_be_intrastat.intrastat_category_2014_62103000","62103000","Garments of the type described in subheading 6202,11 to 6202,19, rubberised or impregnated, coated, covered or laminated with plastics or other substances"
"l10n_be_intrastat.intrastat_category_2014_62104000","62104000","Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6201,11 to 6201,19, and babies' garments and clothing accessories)"
"l10n_be_intrastat.intrastat_category_2014_62105000","62105000","Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6202,11 to 6202,19, and babies' garments and clothing accessories)"
"l10n_be_intrastat.intrastat_category_2014_62111100","62111100","Men's or boys' swimwear (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62111200","62111200","Women's or girls' swimwear (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62112000","62112000","Ski suits (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62113210","62113210","Men's or boys' industrial and occupational clothing of cotton (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62113231","62113231","Men's or boys' lined tracksuits, of cotton, with an outer shell of a single identical fabric (not knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62113241","62113241","Men's or boys' lined tracksuit tops ""upper parts"", of cotton (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)"
"l10n_be_intrastat.intrastat_category_2014_62113242","62113242","Men's or boy's lined tracksuit bottoms ""lower parts"", of cotton (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)"
"l10n_be_intrastat.intrastat_category_2014_62113290","62113290","Men's or boys' garments, of cotton, n.e.s. (not knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62113310","62113310","Men's or boys' industrial and occupational clothing of man-made fibres (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62113331","62113331","Men's or boys' lined tracksuits, of man-made fibres, with an outer shell of a single identical fabric (not knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62113341","62113341","Men's or boys' lined tracksuit tops ""upper parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)"
"l10n_be_intrastat.intrastat_category_2014_62113342","62113342","Men's or boys' lined tracksuit bottoms ""lower parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)"
"l10n_be_intrastat.intrastat_category_2014_62113390","62113390","Men's or boys' garments, of man-made fibres, n.e.s. (not knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62113900","62113900","Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excl. of cotton or man-made fibres, knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62114210","62114210","Women's or girls' aprons, overalls, smock-overalls and other industrial and occupational clothing of cotton (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62114231","62114231","Women's or girls' lined tracksuits, of cotton, with an outer shell of a single identical fabric (not knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62114241","62114241","Women's or girls' lined tracksuit tops ""upper parts"", of cotton (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)"
"l10n_be_intrastat.intrastat_category_2014_62114242","62114242","Women's or girls' lined tracksuit bottoms ""lower parts"", of cotton (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)"
"l10n_be_intrastat.intrastat_category_2014_62114290","62114290","Women's or girls' garments, of cotton, n.e.s. (not knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62114310","62114310","Women's or girls' aprons, overalls, smock-overalls and other industrial and occupational clothing, of man-made fibres (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62114331","62114331","Women's or girls' lined tracksuits, of man-made fibres, with an outer shell of a single identical fabric (not knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62114341","62114341","Women's or girls' lined tracksuit tops ""upper parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)"
"l10n_be_intrastat.intrastat_category_2014_62114342","62114342","Women's or girls' lined tracksuit bottoms ""lower parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)"
"l10n_be_intrastat.intrastat_category_2014_62114390","62114390","Women's or girls' garments, of man-made fibres, n.e.s. (not knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62114900","62114900","Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excl. of cotton or man-made fibres, knitted or crocheted and goods of 9619)"
"l10n_be_intrastat.intrastat_category_2014_62121010","62121010","Brassières of all types of textile materials, whether or not elasticated, incl. knitted or crocheted, in a set made up for retail sale containing a brassière and a brief"
"l10n_be_intrastat.intrastat_category_2014_62121090","62121090","Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. in a set made up for retail sale containing a brassière and a brief)"
"l10n_be_intrastat.intrastat_category_2014_62122000","62122000","Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. belts and corselets made entirely of rubber)"
"l10n_be_intrastat.intrastat_category_2014_62123000","62123000","Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or crocheted"
"l10n_be_intrastat.intrastat_category_2014_62129000","62129000","Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of brassieres, girdles, panty girdles and corselettes, of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. complete brassieres, girdles, panty girdles and corselettes)"
"l10n_be_intrastat.intrastat_category_2014_62132000","62132000","Handkerchiefs of cotton, of which no side exceeds 60 cm (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62139000","62139000","Handkerchiefs of textile materials, of which no side exceeds 60 cm (excl. of cotton, and knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62141000","62141000","Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62142000","62142000","Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62143000","62143000","Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62144000","62144000","Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62149000","62149000","Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excl. of silk, silk waste, wool, fine animal hair or man-made fibres, knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62151000","62151000","Ties, bow ties and cravats of silk or silk waste (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62152000","62152000","Ties, bow ties and cravats of man-made fibres (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62159000","62159000","Ties, bow ties and cravats of textile materials (excl. of silk, silk waste or man-made fibres, knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62160000","62160000","Gloves, mittens and mitts, of all types of textile materials (excl. knitted or crocheted and for babies)"
"l10n_be_intrastat.intrastat_category_2014_62171000","62171000","Made-up clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_62179000","62179000","Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)"
"l10n_be_intrastat.intrastat_category_2014_63011000","63011000","Electric blankets of all types of textile materials"
"l10n_be_intrastat.intrastat_category_2014_63012010","63012010","Blankets and travelling rugs of wool or fine animal hair, knitted or crocheted (excl. electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
"l10n_be_intrastat.intrastat_category_2014_63012090","63012090","Blankets and travelling rugs, of wool or fine animal hair (excl. knitted or crocheted, electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
"l10n_be_intrastat.intrastat_category_2014_63013010","63013010","Blankets and travelling rugs of cotton, knitted or crocheted (excl. electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
"l10n_be_intrastat.intrastat_category_2014_63013090","63013090","Blankets and travelling rugs of cotton (excl. knitted or crocheted, electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
"l10n_be_intrastat.intrastat_category_2014_63014010","63014010","Blankets and travelling rugs of synthetic fibres, knitted or crocheted (excl. electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
"l10n_be_intrastat.intrastat_category_2014_63014090","63014090","Blankets and travelling rugs of synthetic fibres (excl. knitted or crocheted, electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
"l10n_be_intrastat.intrastat_category_2014_63019010","63019010","Blankets and travelling rugs, knitted or crocheted (excl. of wool or fine animal hair, cotton or synthetic fibres, electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
