"id","name","description"
"l10n_be_intrastat.intrastat_category_2014_22060089","22060089","Mead and other fermented beverages and mixtures of fermented beverages and mixtures of fermented beverages with non-alcoholic beverages, not sparkling, in containers holding > 2 l, n.e.s. (excl. wine of fresh grapes, grape must, vermouth and other wine of fresh grapes, with plants or aromatic substances, piquette, cider and perry)"
"l10n_be_intrastat.intrastat_category_2014_22071000","22071000","Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%"
"l10n_be_intrastat.intrastat_category_2014_22072000","22072000","Denatured ethyl alcohol and other spirits of any strength"
"l10n_be_intrastat.intrastat_category_2014_22082012","22082012","Cognac, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082014","22082014","Armagnac, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082026","22082026","Grappa, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082027","22082027","Brandy de Jerez in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082029","22082029","Spirits obtained by distilling grape wine or grape marc, in containers holding <= 2 l (excl. Cognac, Armagnac, Grappa and Brandy de Jerez)"
"l10n_be_intrastat.intrastat_category_2014_22082040","22082040","Raw distillate, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082062","22082062","Cognac, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082064","22082064","Armagnac, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082086","22082086","Grappa, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082087","22082087","Brandy de Jerez in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22082089","22082089","Spirits obtained by distilling grape wine or grape marc, in containers holding > 2 l (excl. raw distillate, Cognac, Armagnac, Grappa and Brandy de Jerez)"
"l10n_be_intrastat.intrastat_category_2014_22083011","22083011","Bourbon whiskey, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22083019","22083019","Bourbon whiskey, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22083030","22083030","Single malt Scotch whisky"
"l10n_be_intrastat.intrastat_category_2014_22083041","22083041","Blended malt Scotch whisky, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22083049","22083049","Blended malt Scotch whisky, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22083061","22083061","Single grain and blended grain Scotch whisky, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22083069","22083069","Single grain and blended grain Scotch whisky, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22083071","22083071","Scotch whisky, in containers holding <= 2 l (other than single malt, blended malt, single grain and blended grain whisky)"
"l10n_be_intrastat.intrastat_category_2014_22083079","22083079","Scotch whisky, in containers holding > 2 l (other than single malt, blended malt, single grain and blended grain whisky)"
"l10n_be_intrastat.intrastat_category_2014_22083082","22083082","Whisky, in containers holding <= 2 l (other than Bourbon whiskey and Scotch whisky)"
"l10n_be_intrastat.intrastat_category_2014_22083088","22083088","Whisky, in containers holding > 2 l (other than Bourbon whiskey and Scotch whisky)"
"l10n_be_intrastat.intrastat_category_2014_22084011","22084011","Rum with a content of volatile substances (other than ethyl and methyl alcohol) of >= 225 g/hl of pure alcohol ""with a 10% tolerance"", in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22084031","22084031","Rum and other spirits obtained by distilling fermented sugar-cane products, of a value > 7,9 /l of pure alcohol, in containers holding <= 2 l (excl. rum with a content of volatile substances [other than ethyl and methyl alcohol] of >= 225 g/hl of pure alcohol ""with a 10% tolerance"")"
"l10n_be_intrastat.intrastat_category_2014_22084039","22084039","Rum and other spirits obtained by distilling fermented sugar-cane products, of a value <= 7,9 /l of pure alcohol, in containers holding <= 2 l (excl. rum with a content of volatile substances [other than ethyl and methyl alcohol] of >= 225 g/hl of pure alcohol ""with a 10% tolerance"")"
"l10n_be_intrastat.intrastat_category_2014_22084051","22084051","Rum with a content of volatile substances (other than ethyl and methyl alcohol) of >= 225 g/hl of pure alcohol ""with a 10% tolerance"", in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22084091","22084091","Rum and other spirits obtained by distilling fermented sugar-cane products, of a value > 2 /l of pure alcohol, in containers holding > 2 l (excl. rum with a content of volatile substances [other than ethyl and methyl alcohol] of >= 225 g/hl of pure alcohol ""with a 10% tolerance"")"
"l10n_be_intrastat.intrastat_category_2014_22084099","22084099","Rum and other spirits obtained by distilling fermented sugar-cane products, of a value <= 2 /l of pure alcohol, in containers holding > 2 l (excl. rum with a content of volatile substances [other than ethyl and methyl alcohol] of >= 225 g/hl of pure alcohol ""with a 10% tolerance"")"
"l10n_be_intrastat.intrastat_category_2014_22085011","22085011","Gin, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22085019","22085019","Gin, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22085091","22085091","Geneva, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22085099","22085099","Geneva, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22086011","22086011","Vodka of an alcoholic strength of <= 45,4% vol, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22086019","22086019","Vodka of an alcoholic strength of <= 45,4% vol, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22086091","22086091","Vodka of an alcoholic strength of > 45,4% vol, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22086099","22086099","Vodka of an alcoholic strength of > 45,4% vol, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22087010","22087010","Liqueurs and cordials, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22087090","22087090","Liqueurs and cordials, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089011","22089011","Arrack, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089019","22089019","Arrack, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089033","22089033","Plum, pear or cherry spirit, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089038","22089038","Plum, pear or cherry spirit, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089041","22089041","Ouzo, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089045","22089045","Calvados, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089048","22089048","Spirits distilled from fruit, in containers holding <= 2 l (excl. plum, pear or cherry spirit and Calvados)"
"l10n_be_intrastat.intrastat_category_2014_22089054","22089054","Tequila in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089056","22089056","Spirits in containers holding <= 2 l (excl. spirits distilled from grape wine or grape marc, whisky, rum and other spirits obtained by distilling fermented sugar-cane products, gin, geneva, arrack, vodka, liqueurs and cordials, ouzo, spirits distilled from fruit, and tequila)"
"l10n_be_intrastat.intrastat_category_2014_22089069","22089069","Spirituous beverages, in containers holding <= 2 l (excl. ouzo, spirits, liqueurs and cordials)"
"l10n_be_intrastat.intrastat_category_2014_22089071","22089071","Spirits distilled from fruit, in containers holding > 2 l (excl. spirits distilled from grape wine or grape marc, plum, pear or cherry)"
"l10n_be_intrastat.intrastat_category_2014_22089075","22089075","Tequila in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089077","22089077","Spirits in containers holding > 2 l (excl. spirits obtained by distilling grape wine or grape marc, whiskies, rum and other spirits obtained by distilling fermented sugar-cane products, gin, geneva, arrack, vodka, liqueurs and cordials, ouzo, spirits distilled from fruit and tequila)"
"l10n_be_intrastat.intrastat_category_2014_22089078","22089078","Spirituous beverages, in containers holding > 2 l (excl. spirits, liqueurs and cordials and ouzo)"
"l10n_be_intrastat.intrastat_category_2014_22089091","22089091","Undenatured ethyl alcohol, of an alcoholic strength of < 80% vol, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22089099","22089099","Undenatured ethyl alcohol, of an alcoholic strength of < 80% vol, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22090011","22090011","Wine vinegar, in containers holding <= 2 l"
"l10n_be_intrastat.intrastat_category_2014_22090019","22090019","Wine vinegar, in containers holding > 2 l"
"l10n_be_intrastat.intrastat_category_2014_22090091","22090091","Vinegar and substitutes for vinegar obtained from acetic acid, in containers holding <= 2 l (excl. wine vinegar)"
"l10n_be_intrastat.intrastat_category_2014_22090099","22090099","Vinegar and substitutes for vinegar obtained from acetic acid, in containers holding > 2 l (excl. wine vinegar)"
"l10n_be_intrastat.intrastat_category_2014_23011000","23011000","Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves"
"l10n_be_intrastat.intrastat_category_2014_23012000","23012000","Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption"
"l10n_be_intrastat.intrastat_category_2014_23021010","23021010","Bran, sharps and other residues of maize, whether or not in the form of pellets, derived from sifting, milling or other working, with starch content of <= 35%"
"l10n_be_intrastat.intrastat_category_2014_23021090","23021090","Bran, sharps and other residues of maize, whether or not in the form of pellets, derived from sifting, milling or other working, with starch content of > 35%"
"l10n_be_intrastat.intrastat_category_2014_23023010","23023010","Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of wheat, with a starch content of <= 28% by weight, and of which the proportion that passes through a sieve with an aperture of 0,2 mm is <= 10% by weight or alternatively the proportion that passes through the sieve has an ash content, calculated on the dry product, of >= 1,5% by weight"
"l10n_be_intrastat.intrastat_category_2014_23023090","23023090","Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from sifting, milling or other working (excl. those with starch content of <= 28%, provided that either <= 10% passes through a sieve with an aperture of 0,2 mm or if > 10% passes through, the proportion that passes through the sieve has an ash content, calculated on the dry product, of >= 1,5% by weight)"
"l10n_be_intrastat.intrastat_category_2014_23024002","23024002","Bran, sharps and other residues of rice, whether or not in the form of pellets, derived from sifting, milling or other working, with starch content of <= 35%"
"l10n_be_intrastat.intrastat_category_2014_23024008","23024008","Bran, sharps and other residues of rice, whether or not in the form of pellets, derived from sifting, milling or other working, with starch content of > 35%"
"l10n_be_intrastat.intrastat_category_2014_23024010","23024010","Bran, sharps and other residues, in the form of pellets or not, derived from the sifting, milling or other working of cereals, with a starch content <= 28% by weight, and of which <= 10% by weight passes through a sieve with an aperture of 0,2 mm or, if > 10% passes through, the proportion that passes through the sieve has an ash content, calculated on the dry product, of >= 1,5% by weight (excl. bran, sharps and other residues of maize, rice or wheat)"
"l10n_be_intrastat.intrastat_category_2014_23024090","23024090","Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived from sifting, milling or other working (excl. those of maize, rice and wheat and those with a starch content of <= 28%, provided that either <=10% passes through a sieve with an aperture of 0,2 mm or, if > 10% passes through, the proportion that passes through has an ash content of >= 1,5%)"
"l10n_be_intrastat.intrastat_category_2014_23025000","23025000","Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, derived from sifting, milling or other working"
"l10n_be_intrastat.intrastat_category_2014_23031011","23031011","Residues from the manufacture of starch from maize, of a protein content, calculated on the dry product, of > 40% by weight (excl. concentrated steeping liquors)"
"l10n_be_intrastat.intrastat_category_2014_23031019","23031019","Residues from the manufacture of starch from maize, of a protein content, calculated on the dry product, of <= 40% by weight (excl. concentrated steeping liquors)"
"l10n_be_intrastat.intrastat_category_2014_23031090","23031090","Residues of starch manufacture and similar residues, incl. concentrated steeping liquors (excl. of starch from maize)"
"l10n_be_intrastat.intrastat_category_2014_23032010","23032010","Beet-pulp"
"l10n_be_intrastat.intrastat_category_2014_23032090","23032090","Bagasse and other waste of sugar manufacture (excl. beet pulp)"
"l10n_be_intrastat.intrastat_category_2014_23033000","23033000","Brewing or distilling dregs and waste"
"l10n_be_intrastat.intrastat_category_2014_23040000","23040000","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil"
"l10n_be_intrastat.intrastat_category_2014_23050000","23050000","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of groundnut oil"
"l10n_be_intrastat.intrastat_category_2014_23061000","23061000","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of cotton seeds"
"l10n_be_intrastat.intrastat_category_2014_23062000","23062000","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of linseed"
"l10n_be_intrastat.intrastat_category_2014_23063000","23063000","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of sunflower seeds"
"l10n_be_intrastat.intrastat_category_2014_23064100","23064100","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of low erucic acid rape or colza seeds ""yielding a fixed oil which has an erucic acid content of < 2% and yielding a solid component of glucosinolates of < 30 micromoles/g"""
"l10n_be_intrastat.intrastat_category_2014_23064900","23064900","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of high erucic acid rape or colza seeds ""yielding a fixed oil which has an erucic acid content of >= 2% and yielding a solid component of glucosinolates of >= 30 micromoles/g"""
"l10n_be_intrastat.intrastat_category_2014_23065000","23065000","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra"
"l10n_be_intrastat.intrastat_category_2014_23066000","23066000","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels"
"l10n_be_intrastat.intrastat_category_2014_23069005","23069005","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils from maize ""corn"" germ"
"l10n_be_intrastat.intrastat_category_2014_23069011","23069011","Oilcake and other solid residues from the extraction of olive oil, whether or not ground or in the form of pellets, containing <= 3% olive oil"
"l10n_be_intrastat.intrastat_category_2014_23069019","23069019","Oilcake and other solid residues from the extraction of olive oil, whether or not ground or in the form of pellets, containing > 3% olive oil"
"l10n_be_intrastat.intrastat_category_2014_23069090","23069090","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils (excl. of cotton seeds, linseed, sunflower seeds, rape or colza seeds, coconut or copra, palm nuts or kernels, germ of maize, and from the extraction of olive, soya-bean and groundnut oil)"
"l10n_be_intrastat.intrastat_category_2014_23070011","23070011","Wine lees, having a total alcoholic strength of <= 7,9% mas and a dry matter content >= 25% by weight"
"l10n_be_intrastat.intrastat_category_2014_23070019","23070019","Wine lees (excl. wine lees having a total alcoholic strength of <= 7,9% and a dry matter content of >= 25% by weight)"
"l10n_be_intrastat.intrastat_category_2014_23070090","23070090","Argol"
"l10n_be_intrastat.intrastat_category_2014_23080011","23080011","Grape marc, of a kind used in animal feeding, whether or not in the form of pellets, having a total alcoholic strength of <= 4,3% mas and a dry matter content of >= 40% by weight"
"l10n_be_intrastat.intrastat_category_2014_23080019","23080019","Grape marc, of a kind used in animal feeding, whether or not in the form of pellets (excl. grape marc having a total alcoholic strength of <= 4,3% mas and a dry matter content of >= 40% by weight)"
"l10n_be_intrastat.intrastat_category_2014_23080040","23080040","Acorns and horse-chestnuts and pomace or marc of fruit, for animal feeding, whether or not in the form of pellets (excl. grape marc)"
"l10n_be_intrastat.intrastat_category_2014_23080090","23080090","Maize stalks, maize leaves, fruit peel and other vegetable materials, waste, residues and by-products for animal feeding, whether or not in the form of pellets, n.e.s. (excl. acorns, horse-chestnuts and pomace or marc of fruit)"
"l10n_be_intrastat.intrastat_category_2014_23091011","23091011","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or no milk products or containing <= 10% starch and < 10% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091013","23091013","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 10% but < 50% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091015","23091015","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 50% but < 75% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091019","23091019","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 75% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091031","23091031","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and no milk products or < 10% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091033","23091033","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and >= 10% but < 50% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091039","23091039","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and >= 50% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091051","23091051","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and no milk products or < 10% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091053","23091053","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and >= 10% but < 50% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091059","23091059","Dog or cat food, put up for retail sale, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and >= 50% by weight of milk products"
"l10n_be_intrastat.intrastat_category_2014_23091070","23091070","Dog or cat food put up for retail sale, containing no starch, glucose, maltodextrine or maltodextrine syrup, but containing milk products"
"l10n_be_intrastat.intrastat_category_2014_23091090","23091090","Dog or cat food put up for retail sale, containing no starch, glucose, maltodextrine or maltodextrine syrup, nor milk products"
"l10n_be_intrastat.intrastat_category_2014_23099010","23099010","Fish or marine mammal solubles, to supplement feedingstuffs produced in the agricultural sector"
"l10n_be_intrastat.intrastat_category_2014_23099020","23099020","Residues from the manufacture of starch from maize referred to in Additional Note 5 to chapter 23, of a kind used in animal feeding (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099031","23099031","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or no milk products or containing <= 10% starch and < 10% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099033","23099033","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 10% but < 50% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099035","23099035","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 50% but < 75% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099039","23099039","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing no starch or containing <= 10% starch and >= 75% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099041","23099041","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and no milk products or < 10% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099043","23099043","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and >= 10% but < 50% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099049","23099049","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 10% but <= 30% of starch and >= 50% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099051","23099051","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and no milk products or < 10% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099053","23099053","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and >= 10% but < 50% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099059","23099059","Preparations, incl. premixes, for animal food, containing glucose, glucose syrup, maltodextrine or maltodextrine syrup and containing > 30% of starch and >= 50% by weight of milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099070","23099070","Preparations, incl. premixes, for animal food, containing no starch, glucose, maltodextrine or maltodextrine syrup, but containing milk products (excl. dog or cat food put up for retail sale)"
"l10n_be_intrastat.intrastat_category_2014_23099091","23099091","Beef-pulp with added molasses of a kind used in animal feeding"
"l10n_be_intrastat.intrastat_category_2014_23099096","23099096","Preparations of a kind used in animal feeding, containing no starch, glucose, glucose syrup, maltodextrine, maltodextrine syrup nor milk products (excl. dog or cat food put up for retail sale, fish or marine mammal solubles, residues from the manufacture of starch from maize referred to in Additional Note 5 to chapter 23, beet-pulp with added molasses, and premixes)"
"l10n_be_intrastat.intrastat_category_2014_24011035","24011035","Light air-cured tobacco, unstemmed or unstripped"
"l10n_be_intrastat.intrastat_category_2014_24011060","24011060","Sun-cured oriental type tobacco, unstemmed or unstripped"
"l10n_be_intrastat.intrastat_category_2014_24011070","24011070","Dark air-cured tobacco, unstemmed or unstripped"
"l10n_be_intrastat.intrastat_category_2014_24011085","24011085","Flue-cured tobacco, unstemmed or unstripped"
"l10n_be_intrastat.intrastat_category_2014_24011095","24011095","Tobacco, unstemmed or unstripped (excl. light air-cured, sun-cured oriental, dark air-cured and flue-cured tobacco)"
"l10n_be_intrastat.intrastat_category_2014_24012035","24012035","Partly or wholly stemmed or stripped light air-cured tobacco, otherwise unmanufactured"
"l10n_be_intrastat.intrastat_category_2014_24012060","24012060","Partly or wholly stemmed or stripped sun-cured oriental type tobacco, otherwise unmanufactured"
"l10n_be_intrastat.intrastat_category_2014_24012070","24012070","Partly or wholly stemmed or stripped dark air-cured tobacco, otherwise unmanufactured"
"l10n_be_intrastat.intrastat_category_2014_24012085","24012085","Partly or wholly stemmed or stripped flue-cured tobacco, otherwise unmanufactured"
"l10n_be_intrastat.intrastat_category_2014_24012095","24012095","Partly or wholly stemmed or stripped tobacco, otherwise unmanufactured (excl. light air-cured, sun-cured oriental, dark air-cured and flue-cured tobacco)"
"l10n_be_intrastat.intrastat_category_2014_24013000","24013000","Tobacco refuse"
"l10n_be_intrastat.intrastat_category_2014_24021000","24021000","Cigars, cheroots and cigarillos containing tobacco"
"l10n_be_intrastat.intrastat_category_2014_24022010","24022010","Cigarettes, containing tobacco and cloves"
"l10n_be_intrastat.intrastat_category_2014_24022090","24022090","Cigarettes, containing tobacco (excl. containing cloves)"
"l10n_be_intrastat.intrastat_category_2014_24029000","24029000","Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes"
"l10n_be_intrastat.intrastat_category_2014_24031100","24031100","Water-pipe tobacco (excl. tobacco-free. See subheading note 1.)"
"l10n_be_intrastat.intrastat_category_2014_24031910","24031910","Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of a net content of <= 500 g (excl. water-pipe tobacco containing tobacco)"
"l10n_be_intrastat.intrastat_category_2014_24031990","24031990","Smoking tobacco, whether or not containing tobacco substitutes in any proportion, in immediate packings of a net content of > 500 g (excl. water-pipe tobacco containing tobacco)"
"l10n_be_intrastat.intrastat_category_2014_24039100","24039100","Tobacco, ""homogenised"" or ""reconstituted"" from finely-chopped tobacco leaves, tobacco refuse or tobacco dust"
"l10n_be_intrastat.intrastat_category_2014_24039910","24039910","Chewing tobacco and snuff"
"l10n_be_intrastat.intrastat_category_2014_24039990","24039990","Manufactured tobacco and tobacco substitutes, and tobacco powder, tobacco extracts and essences (excl. chewing tobacco, snuff, cigars, cheroots, cigarillos and cigarettes, smoking tobacco whether or not containing tobacco substitutes in any proportion, ""homogenised"" or ""reconstituted"" tobacco, nicotine extracted from the tobacco plant and insecticides manufactured from tobacco extracts and essences)"
"l10n_be_intrastat.intrastat_category_2014_25010010","25010010","Sea water and salt liquors"
"l10n_be_intrastat.intrastat_category_2014_25010031","25010031","Salt for chemical transformation ""separation of Na from Cl"" for the manufacture of other products"
"l10n_be_intrastat.intrastat_category_2014_25010051","25010051","Salt, denatured or for other industrial uses, incl. refining (excl. for chemical transformation or preservation or preparation of foodstuffs for human or animal consumption)"
"l10n_be_intrastat.intrastat_category_2014_25010091","25010091","Salt suitable for human consumption"
"l10n_be_intrastat.intrastat_category_2014_25010099","25010099","Salt and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents (excl. table salt, salt for chemical transformation ""separation of Na from Cl"", denatured salt and salt for other industrial uses)"
"l10n_be_intrastat.intrastat_category_2014_25020000","25020000","Unroasted iron pyrites"
"l10n_be_intrastat.intrastat_category_2014_25030010","25030010","Crude or unrefined sulphur (excl. sublimed sulphur, precipitated sulphur and colloidal sulphur)"
"l10n_be_intrastat.intrastat_category_2014_25030090","25030090","Sulphur of all kinds (excl. crude or unrefined, and sublimed sulphur, precipitated sulphur and colloidal sulphur)"
"l10n_be_intrastat.intrastat_category_2014_25041000","25041000","Natural graphite in powder or in flakes"
"l10n_be_intrastat.intrastat_category_2014_25049000","25049000","Natural graphite (excl. in powder or in flakes)"
"l10n_be_intrastat.intrastat_category_2014_25051000","25051000","Silica sands and quartz sands, whether or not coloured"
"l10n_be_intrastat.intrastat_category_2014_25059000","25059000","Natural sands of all kinds, whether or not coloured (excl. silica sands, quartz sands, gold- and platinum-bearing sands, zircon, rutile and ilmenite sands, monazite sands, and tar or asphalt sands)"
"l10n_be_intrastat.intrastat_category_2014_25061000","25061000","Quartz (excl. quartz sands)"
"l10n_be_intrastat.intrastat_category_2014_25062000","25062000","Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular shape"
"l10n_be_intrastat.intrastat_category_2014_25070020","25070020","Kaolin"
"l10n_be_intrastat.intrastat_category_2014_25070080","25070080","Kaolinic clays (other than kaolin)"
"l10n_be_intrastat.intrastat_category_2014_25081000","25081000","Bentonite"
"l10n_be_intrastat.intrastat_category_2014_25083000","25083000","Fireclay (excl. kaolin and other kaolinic clays and expanded clay)"
"l10n_be_intrastat.intrastat_category_2014_25084000","25084000","Clays (excl. fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)"
"l10n_be_intrastat.intrastat_category_2014_25085000","25085000","Andalusite, kyanite and sillimanite"
"l10n_be_intrastat.intrastat_category_2014_25086000","25086000","Mullite"
"l10n_be_intrastat.intrastat_category_2014_25087000","25087000","Chamotte or dinas earths"
"l10n_be_intrastat.intrastat_category_2014_25090000","25090000","Chalk"
"l10n_be_intrastat.intrastat_category_2014_25101000","25101000","Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, unground"
"l10n_be_intrastat.intrastat_category_2014_25102000","25102000","Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, ground"
"l10n_be_intrastat.intrastat_category_2014_25111000","25111000","Natural barium sulphate ""barytes"""
"l10n_be_intrastat.intrastat_category_2014_25112000","25112000","Natural barium carbonate ""witherite"", whether or not calcined (excl. barium oxide)"
"l10n_be_intrastat.intrastat_category_2014_25120000","25120000","Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, whether or not calcined, of an apparent specific gravity of <= 1"
"l10n_be_intrastat.intrastat_category_2014_25131000","25131000","Pumice stone"
