"id","country_id:id","state_id:id","name","name@es_GT","zipcode"
"city_gt_2204","base.gt","base.state_gt_jut","Agua Blanca","Agua Blanca","2204"
"city_gt_2205","base.gt","base.state_gt_jut","Asunción Mita","Asunción Mita","2205"
"city_gt_2206","base.gt","base.state_gt_jut","Yupiltepeque","Yupiltepeque","2206"
"city_gt_2207","base.gt","base.state_gt_jut","Atescatempa","Atescatempa","2207"
"city_gt_2208","base.gt","base.state_gt_jut","Jerez","Jerez","2208"
"city_gt_2209","base.gt","base.state_gt_jut","El Adelanto","El Adelanto","2209"
"city_gt_2210","base.gt","base.state_gt_jut","Zapotitlán","Zapotitlán","2210"
"city_gt_2211","base.gt","base.state_gt_jut","Comapa","Comapa","2211"
"city_gt_2212","base.gt","base.state_gt_jut","Jalpatagua","Jalpatagua","2212"
"city_gt_2213","base.gt","base.state_gt_jut","Conguaco","Conguaco","2213"
"city_gt_2214","base.gt","base.state_gt_jut","Moyuta","Moyuta","2214"
"city_gt_2215","base.gt","base.state_gt_jut","Pasaco","Pasaco","2215"
"city_gt_2216","base.gt","base.state_gt_jut","San José Acatempa","San José Acatempa","2216"
"city_gt_2217","base.gt","base.state_gt_jut","Quesada","Quesada","2217"
