"id","code_bc","name","short_name","bic","country:id","ispb_number","compe_member"
"res_bank_600","600","Banco Luso Brasileiro S.A.","BCO LUSO BRASILEIRO S.A.","BLBCBRSP","base.br","59118133","1"
"res_bank_604","604","Banco Industrial do Brasil S.A.","BCO INDUSTRIAL DO BRASIL S.A.","BIBRBRSP","base.br","31895683","1"
"res_bank_610","610","Banco VR S.A.","BCO VR S.A.",,"base.br","78626983","1"
"res_bank_611","611","Banco Paulista S.A.","BCO PAULISTA S.A.","PAULBRSP","base.br","61820817","1"
"res_bank_612","612","Banco Guanabara S.A.","BCO GUANABARA S.A.",,"base.br","31880826","1"
"res_bank_613","613","Omni Banco S.A.","OMNI BANCO S.A.",,"base.br","60850229","1"
"res_bank_623","623","Banco Pan S.A.","BANCO PAN",,"base.br","59285411","1"
"res_bank_626","626","BANCO FICSA S.A.","BCO FICSA S.A.",,"base.br","61348538","1"
"res_bank_630","630","Banco Smartbank S.A.","SMARTBANK","ICAPBRSP","base.br","58497702","0"
"res_bank_633","633","Banco Rendimento S.A.","BCO RENDIMENTO S.A.","RENDBRSP","base.br","68900810","1"
"res_bank_634","634","BANCO TRIANGULO S.A.","BCO TRIANGULO S.A.",,"base.br","17351180","1"
"res_bank_637","637","BANCO SOFISA S.A.","BCO SOFISA S.A.","BSBSBRSP","base.br","60889128","1"
"res_bank_643","643","Banco Pine S.A.","BCO PINE S.A.","PBBRBRSP","base.br","62144175","1"
"res_bank_652","652","Itaú Unibanco Holding S.A.","ITAÚ UNIBANCO HOLDING S.A.",,"base.br","60872504","1"
"res_bank_653","653","BANCO INDUSVAL S.A.","BCO INDUSVAL S.A.","IDVLBRSP","base.br","61024352","1"
"res_bank_654","654","BANCO A.J. RENNER S.A.","BCO A.J. RENNER S.A.",,"base.br","92874270","1"
"res_bank_655","655","Banco Votorantim S.A.","BCO VOTORANTIM S.A.","BAVOBRSP","base.br","59588111","1"
"res_bank_707","707","Banco Daycoval S.A.","BCO DAYCOVAL S.A","DAYCBRSP","base.br","62232889","1"
"res_bank_712","712","Banco Ourinvest S.A.","BCO OURINVEST S.A.",,"base.br","78632767","0"
"res_bank_739","739","Banco Cetelem S.A.","BCO CETELEM S.A.",,"base.br","00558456","1"
"res_bank_741","741","BANCO RIBEIRAO PRETO S.A.","BCO RIBEIRAO PRETO S.A.",,"base.br","00517645","1"
"res_bank_743","743","Banco Semear S.A.","BANCO SEMEAR",,"base.br","00795423","1"
"res_bank_745","745","Banco Citibank S.A.","BCO CITIBANK S.A.",,"base.br","33479023","1"
"res_bank_746","746","Banco Modal S.A.","BCO MODAL S.A.",,"base.br","30723886","1"
"res_bank_747","747","Banco Rabobank International Brasil S.A.","BCO RABOBANK INTL BRASIL S.A.",,"base.br","01023570","1"
"res_bank_748","748","BANCO COOPERATIVO SICREDI S.A.","BCO COOPERATIVO SICREDI S.A.","BCSIBRRS","base.br","01181521","1"
"res_bank_751","751","Scotiabank Brasil S.A. Banco Múltiplo","SCOTIABANK BRASIL",,"base.br","29030467","0"
"res_bank_752","752","Banco BNP Paribas Brasil S.A.","BCO BNP PARIBAS BRASIL S A",,"base.br","01522368","1"
"res_bank_753","753","Novo Banco Continental S.A. - Banco Múltiplo","NOVO BCO CONTINENTAL S.A. - BM",,"base.br","74828799","1"
"res_bank_754","754","Banco Sistema S.A.","BANCO SISTEMA",,"base.br","76543115","0"
"res_bank_755","755","Bank of America Merrill Lynch Banco Múltiplo S.A.","BOFA MERRILL LYNCH BM S.A.",,"base.br","62073200","1"
"res_bank_756","756","BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB","BANCOOB",,"base.br","02038232","1"
"res_bank_757","757","BANCO KEB HANA DO BRASIL S.A.","BCO KEB HANA DO BRASIL S.A.",,"base.br","02318507","1"
