"id","code","name","ncms","ncm_exception","not_in_ncms","piscofins_type","tax_pis_id:id","tax_pis_st_id:id","tax_cofins_id:id","tax_cofins_st_id:id"
"tax_pis_cofins_0_13","113","Farinha de trigo","11010010",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_14","114","Trigo","1001",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_15","115","Pré-misturas próprias para fabricação de pão comum e pão comum","19012000;19059090","01",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_16","116","Produtos hortícolas e frutas","07;08",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_17","117","Ovos","0407",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_18","118","Venda de semens e embriões","05111000;05119910;05119920",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_19","119","Massas alimentícias classificadas na posição 19.02 da TIPI","19021100;19021900;19022000;19023000",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_20","120","Queijo do reino",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_21","121","Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal:02.01, 02.02, 0206.10.00, 0206.2, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1;02.03, 0206.30.00, 0206.4, 02.07, 02.09 e 0210.1 e carne de frango do código 0210.99.00;02.04 e miudezas comestíveis de ovinos e caprinos do código 0206.80.00","0201;0202;02061000;02062;02102000;05069000;05100010;1502101;0203;0204;02063000;02064;0207;0209;02101",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_22","122","Peixes e outros produtos","0302;0303;0304",,"03029000","product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_23","123","Café classificado nos códigos 09.01 e 2101.1 da Tipi",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_24","124","Açúcar","17019900;17011400",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_25","125","Óleo de soja e outros óleos vegetais","1507;1508;1509;1510;1511;1512;1513;1514",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_26","126","Manteiga","04051000",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_27","127","Margarina classificada no código 1517.10.00",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_28","128","Sabões de toucador classificados no código 3401.11.90 EX01 da Tipi",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_29","129","Produtos para higiene bucal ou dentária","3306",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_30","130","Papel higiênico","48181000",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_31","201","Aeronaves classificadas na posição 88.02 da TIPI","8802",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_32","202","Partes,peças,ferramentais,componentes,insumos,fluidos hidráulicos,tintas,anticorrosivos,lubrificantes,equipamentos,serviços e matérias-primas a serem empregados na manutenção,conservação,modernização,reparo,revisão,conversão e industrialização das aeronaves,seus motores,partes,componentes,ferramentais e equipamentos das aeronaves ref. no código 201",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_33","203","Álcool anidro adicionado à gasolina, por distribuidores",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_34","204","Álcool, inclusive para fins carburantes, em operações realizadas em bolsa de mercadorias e futuros, exceto quando ocorra a liquidação física do contrato",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_35","205","Carvão mineral destinado à geração de energia elétrica",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_36","206","Biodiesel fabricado a partir de matérias-primas produzidas nas regiões norte, nordeste e no semi-árido, por agricultor familiar enquadrado no PRONAF",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_37","207","Valores recebidos pelos concessionários de que trata a Lei nº 6.729/1979, pela intermediação ou entrega dos veículos vendidos classificados nas posições 87.03 e 87.04 da TIPI, diretamente ao consumidor final",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_38","208","Veículos novos montados sobre chassis,com capacidade para vinte e três a quarenta e quatro passageiros,classificados no código 8702.10.00 Ex 02 e 8702.90.90 Ex 02, da TIPI,destinados ao transporte escolar para a educação básica na zona rural das redes estadual,municipal e distrital,quando adquiridos pelos Estados,Municípios e pelo Distrito Federal",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_39","209","Embarcações novas, com capacidade para vinte a trinta e cinco passageiros, classificadas no código 8901.90.00 da TIPI, destinadas ao transporte escolar para a educação básica na zona rural das redes estadual, municipal e distrital, quando adquiridos pelos Estados, Municípios e pelo Distrito Federal",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_40","210","Materiais e equipamentos, inclusive partes, peças e componentes, destinados ao emprego na construção, conservação, modernização, conversão ou reparo de embarcações registradas ou pré-registradas no Registro Especial Brasileiro",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_41","211","Veículos e carros blindados de combate, novos, armados ou não, e suas partes, produzidos no Brasil, com peso bruto total até 30 (trinta) toneladas, classificados na posição 8710.00.00 da TIPI, destinados ao uso das Forças Armadas ou órgãos de segurança pública brasileiros, quando adquiridos por órgãos e entidades da administração pública direta",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_42","212","Gás natural canalizado, destinado à produção de energia elétrica pelas usinas integrantes do Programa Prioritário de Termoeletricidade, nos termos e condições estabelecidos em ato conjunto dos Ministros de Estado de Minas Energia e da Fazenda",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_43","213","Serviços de transporte ferroviário em sistema de trens de alta velocidade (TAV), assim entendido como a composição utilizada para efetuar a prestação do serviço público de transporte ferroviário que consiga atingir velocidade igual ou superior a 250 km/h (duzentos e cinquenta quilômetros por hora).",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_44","214","Receitas decorrentes da prestação de serviços regulares de transporte coletivo municipal rodoviário, metroviário e ferroviário de passageiros, inclusive as decorrentes da prestação dos referidos serviços no território de região metropolitana regularmente constituída",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_45","301","Produtos classificados na posição 87.13 da NCM (cadeiras de rodas e outros veículos)","8713",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_46","302","Artigos e aparelhos ortopédicos ou para fraturas classificados no código 90.21.10 da NCM","902110",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_47","303","Artigos e aparelhos de próteses classificados no código 90.21.3 da NCM","90213",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_48","304","Almofadas antiescaras classificadas nos Capítulos 39, 40, 63 e 94 da NCM",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_49","305","Bens relacionados em ato do Poder Executivo para aplicação nas Unidades Modulares de Saúde de que trata o Convênio ICMS no 114/2009 quando vendidos a órgãos da administração pública direta federal, estadual, distrital e municipal",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_50","306","Produtos químicos classificados no Capítulo 29 da Nomenclatura Comum do Mercosul - NCM",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_51","307","Produtos químicos intermediários de síntese, classificados no Capítulo 29 da NCM",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_52","308","Produtos destinados ao uso em hospitais, clínicas e consultórios médicos e odontológicos, campanhas de saúde realizadas pelo poder público, laboratório de anatomia patológica, citológica ou de análises clínicas, classificados nas posições 30.02, 30.06, 39.26, 40.15 e 90.18, da NCM",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_53","309","Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92 todos da TIPI","84433222;87142000;90214000;90219082;90219092",,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_54","309","Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92 todos da TIPI","84690039","01",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_55","310","Calculadoras equipadas com sintetizador de voz classificadas no código 8470.10.00 EX01 da TIPI","84701000","01",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_56","311","Teclados com colmeia classificados no código 8471.60.52 da TIPI",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_57","312","Indicadores ou apontadores - mouses - com entrada para acionador classificados no código 8471.60.53 da TIPI",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_58","313","Linhas braile classificadas no código 8471.60.90 EX01 da TIPI","84716090","01",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_59","314","Digitalizadores de imagens - scanners - equipados com sintetizador de voz classificados no código 8471.90.14 EX01 da TIPI","84719014","01",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_60","315","Duplicadores braile classificados no código 8472.10.00 EX 01 da TIPI","84721000","01",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_61","316","Acionadores de pressão classificados no código 8471.60.53 EX02 da TIPI","84716053","02",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_62","317","Lupas eletrônicas do tipo utilizado por pessoas com deficiência visual classificadas no código 8525.80.19 EX 01 da TIPI","85258019","01",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_63","318","Implantes cocleares classificados no código 9021.40.00 da TIPI",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_64","319","Próteses oculares classificadas no código 9021.39.80 da TIPI.",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_65","320","Programas - softwares - de leitores de tela que convertem texto em voz sintetizada para auxílio de pessoas com deficiência visual",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_66","321","Aparelhos contendo programas - softwares - de leitores de tela que convertem texto em caracteres braile, para utilização de surdos-cegos",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_67","322","Neuroestimuladores para tremor essencial/Parkinson, classificados no código 9021.90.19, e seus acessórios, classificados nos códigos 9018.90.99, 9021.90.91 e 9021.90.99, todos da Tipi",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_68","405","PADIS - Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_69","406","PATVD - Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Equipamentos para a TV Digital",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_70","413","Receita decorrente da venda de bens de defesa nacional definidos em ato do Poder Executivo efetuada por pessoa jurídica beneficiária do RETID à União, para uso privativo das Forças Armadas, exceto para uso pessoal e administrativo",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_71","414","Receita decorrente da prestação de serviços de tecnologia industrial básica, projetos, pesquisa, desenvolvimento e inovação tecnológica, assistência técnica e transferência de tecnologia por pessoa jurídica beneficiária do RETID à União, para uso privativo das Forças Armadas, exceto para uso pessoal e administrativo",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_72","903","Livros, conforme definido no art. 2o da Lei no 10.753/03",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_73","904","Preparações compostas não-alcoólicas, classificadas no código 2106.90.10 Ex 01 da TIPI, destinadas à elaboração de bebidas pelas pessoas jurídicas industriais dos produtos referidos no art. 58-A da Lei no 10.833/2003",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_74","905","Material de defesa, classificado nas posições 87.10.00.00 e 89.06.10.00 da TIPI, além de partes, peças, componentes, ferramentais, insumos, equipamentos e matérias-primas a serem empregados na sua industrialização, montagem, manutenção, modernização e conversão",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_75","907","Valores pagos ou creditados pelos Estados, Distrito Federal e Municípios relativos ao ICMS e ao ISS, no âmbito de programas de concessão de crédito voltados ao estímulo à solicitação de documento fiscal na aquisição de mercadorias e serviços",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_76","908","Vendas de mercadorias destinadas ao consumo ou à industrialização na Zona Franca de Manaus  ZFM",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_77","909","Vendas de mercadorias destinadas ao consumo ou à industrialização nas Áreas de Livre Comércio - ALC",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_78","910","Vendas de matérias-primas, produtos intermediários e materiais de embalagem, produzidos na Zona Franca de Manaus para emprego em processo de industrialização por estabelecimentos industriais ali instalados e consoante projetos aprovados pelo SUFRAMA",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_79","911","Receitas financeiras, inclusive decorrentes de operações realizadas para fins de hedge, auferidas pelas pessoas jurídicas sujeitas ao regime de incidência não-cumulativa",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_80","912","Aquisição no mercado interno ou a importação, de forma combinada ou não, de mercadoria equivalente à empregada ou consumida na industrialização de produto exportado (Drawback Reposição de Estoque)",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_81","913","Projetores para exibição cinematográfica, classificados no código 9007.2 da NCM, e suas partes e acessórios, classificados no código 9007.9 da NCMs",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_82","914","Receita decorrente da venda de águas minerais naturais comercializadas em recipientes com capacidade nominal inferior a 10 (dez) litros ou igual ou superior a 10 (dez) litros classificadas no código 2201.10.00 Ex 01 e Ex 02 da Tipi, aprovada pelo Decreto no 7.660, de 23 de dezembro de 2011","22011000","01",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_83","914","Receita decorrente da venda de águas minerais naturais comercializadas em recipientes com capacidade nominal inferior a 10 (dez) litros ou igual ou superior a 10 (dez) litros classificadas no código 2201.10.00 Ex 01 e Ex 02 da Tipi, aprovada pelo Decreto no 7.660, de 23 de dezembro de 2011","22011000","02",,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_84","915","Concessões de geração, transmissão e distribuição de energia elétrica - Valor da indenização correspondente às parcelas dos investimentos vinculados a bens reversíveis, ainda não amortizados ou não depreciados, conforme art. 8º, § 4º, da Lei nº 12.783/2013",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_85","916","Concessões de geração, transmissão e distribuição de energia elétrica - Valor da indenização correspondente às parcelas dos investimentos vinculados a bens reversíveis, ainda não amortizados ou não depreciados, conforme art. 15, § 9º, da Lei nº 12.783/2013",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_86","917","Valores efetivamente recebidos exclusivamente a título da subvenção extraordinária aos produtores fornecedores independentes de cana-de-açúcar afetados por condições climáticas adversas referente à safra 2011/2012 na Região Nordeste",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_87","999","Código genérico - Operações tributáveis à alíquota zero",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_88","906","Serviços ou equipamentos de controle de produção, inclusive medidores de vazão, condutivímetros, aparelhos para controle, registro, gravação e transmissão dos quantitativos medidos, quando adquiridos por pessoas jurídicas legalmente obrigadas à sua utilização, nos termos e condições fixados pela RFB",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_89","215","Receita decorrente da prestação de serviços regulares de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros, alcançando as receitas decorrentes da prestação dos serviços -	no território de região metropolitana regularmente constituída e -	conforme definidos nos incisos XI a XIII do art. 4 da L. 12587/12",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_90","323","Equip/materiais destinados a uso médico, hospitalar, clínico ou laboratorial, conforme ato editado pelo Poder Executivo, quando adquiridos pela União, Estados, Distrito Federal ou Municípios, bem como pelas suas autarquias e fundações instituídas e mantidas pelo poder público ou por entidades beneficentes de assistência social q atendam a L12101/09",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_0_91","918","Receita decorrente da venda de bebidas frias, classificadas nos códigos 2106.90.10 Ex02; 22.01 (exceto os Ex 01 e Ex 02 do código 2201.10.00); 22.02 (exceto os Ex 01, Ex 02 e Ex 03 do código 2202.90.00); e 22.02.90.00 Ex 03 e 22.03 da TIPI, quando auferida pela pessoa jurídica varejista.",,,,"product","tax_pis_0",,"tax_cofins_0",
"tax_pis_cofins_isento_1","101","Fornecimento de mercadorias ou serviços para uso ou consumo de bordo em embarcações e aeronaves em tráfego internacional, quando o pagamento for efetuado em moeda conversível (exceto querosene de aviação)",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_isento_2","102","Transporte internacional de cargas ou passageiros",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_isento_3","103","Receitas auferidas pelos estaleiros navais brasileiros nas atividades de construção, conservação, modernização, conversão e reparo de embarcações pré-registradas ou registradas no Registro Especial Brasileiro (REB), instituído pela Lei nº 9.432, de 8 de janeiro de 1997",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_isento_4","104","Frete de mercadorias transportadas entre o País e o exterior pelas embarcações registradas no REB, de que trata o art. 11 da Lei nº 9.432, de 1997",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_isento_5","201","Receitas relativas às atividades próprias dos templos de qualquer culto;partidos políticos;instituições de educação e de assistência social conforme art. 12 da Lei nº 9.532;instituições conforme art. 15 da Lei nº 9.532 ou previstas no art. 105 e seu § 1º da Lei nº 5.764",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_isento_6","301","Venda de energia elétrica pela Itaipu Binacional",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_isento_7","901","Recursos recebidos a título de repasse, oriundos do Orçamento Geral da União, dos Estados, do Distrito Federal e dos Municípios, pelas empresas públicas e sociedades de economia mista",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_isento_8","902","Receita da instituição privada de ensino superior, com fins lucrativos ou sem fins lucrativos não beneficente, que aderir ao Programa Universidade para Todos (Prouni), no período de vigência do termo de adesão, decorrentes da realização de atividades de ensino superior, proveniente de cursos de graduação ou cursos seqüenciais de formação específica",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_isento_9","999","isençãoCódigo genérico  Operações com Isenção",,,,"product","tax_pis_isento",,"tax_cofins_isento",
"tax_pis_cofins_seminc_1","101","Venda de querosene de aviação por pessoa jurídica não enquadrada na condição de importadora ou produtora",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_seminc_2","102","Venda de querosene de aviação por produtora ou importadora a distribuidora, quando o produto for destinado ao consumo por aeronave em tráfego internacional",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_seminc_3","201","Vendas de biodiesel por pessoas não enquadradas como produtor ou importador",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_seminc_4","301","Vendas de materiais e equipamentos, bem assim da prestação de serviços decorrentes dessas operações, efetuadas diretamente a Itaipu Binacional",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_seminc_5","401","Exportação de mercadorias para o exterior",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_seminc_6","402","Serviços prestados a pessoas físicas ou jurídicas residentes ou domiciliadas no exterior, cujo pagamento represente ingresso de divisas",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_seminc_7","403","Vendas, com o fim específico de exportação, a empresa comercial exportadora constituída nos termos do Decreto-Lei nº 1.248, de 29 de novembro de 1972, ou simplesmente registrada na Secretaria de Comércio Exterior (Secex) do Ministério do Desenvolvimento, Indústria e Comércio Exterior",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_seminc_8","901","Regime Cumulativo - Demais receitas não classificadas como faturamento,não enquadradas como receita bruta nos termos do art. 3º da Lei nº 9.718, de 1998",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_seminc_9","999","Outras receitas sem incidência",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_1","101","Vendas a pessoa jurídica preponderantemente exportadora",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_2","102","Vendas a fabricante de veículos e carros blindados de combate, (NCM 8710.00.00) para uso pelas forças armadas ou órgãos de segurança pública brasileiros",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_3","103","Aquisição no mercado interno ou a importação, de forma combinada ou não, de mercadoria para emprego ou consumo na industrialização de produto a ser exportado, por pessoa jurídica previamente habilitada pela Secretaria de Comércio Exterior, (Drawback Integrado)",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_4","104","aquisição no mercado interno ou à importação de mercadorias para emprego em reparo, criação, cultivo ou atividade extrativista de produto a ser exportado",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_5","105","Aquisição no mercado interno ou importações de empresas denominadas fabricantes-intermediários, para industrialização de produto intermediário a ser diretamente fornecido a empresas industriais-exportadoras, para emprego ou consumo na industrialização de produto final destinado à exportação (Drawback Intermediário)",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_6","201","Insumos de origem animal, utilizados na fabricação de produtos destinados à alimentação humana ou animal",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_7","202","Insumos de origem vegetal, utilizados na fabricação de produtos destinados à alimentação humana ou animal",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_8","204","Venda de cerealista que exerça cumulativamente as atividades de limpar, padronizar, armazenar e comercializar os produtos in natura de origem vegetal, classificados nos códigos 09.01, 10.01 a 10.08, (exceto os dos códigos 1006.20 e 1006.30, 12.01 e 18.01) da NCM",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_9","205","Venda a granel de leite in natura, efetuada por pessoa jurídica que exerça cumulativamente as atividades de transporte e resfriamento deste produto",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_10","206","Venda por PJ que exerça atividade agropecuária ou por cooperativa de produção agropecuária de produto in natura de origem vegetal destinado à elaboração de mercadorias classificadas no código 22.04, da NCM",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_11","207","Venda de animais vivos classificados na posição 01.02 e 01.04, à pessoa jurídica que produza mercadoria classificada nas posições 02.01, 02.02, 02.04, 02.06.10.00, 02.06.20, 02.06.21, 02.06.29, 05.06.90.00, 05.10.00.10 e 15.02.00.1 da NCM",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_12","209","Receita bruta da venda, no mercado interno, de:Iinsumos de origem vegetal IIpreparações dos tipos utilizados na alimentação de animais vivos;IIIanimais vivos classificados nas posições 01.03 e 01.05 da NCM",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_13","211","Receitas decorrentes da venda de matéria-prima in natura de origem vegetal, destinada à produção de biodiesel, quando efetuada por pessoa jurídica que exerça atividade agropecuária, de cooperativa de produção agropecuária ou de cerealista que exerça cumulativamente as atividades de limpar, padronizar, armazenar e comercializar a MP para biodiesel",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_14","212","Receitas decorrentes da venda dos produtos classificados no código 0805.10.00 da TIPI, quando utilizados na industrialização dos produtos classificados no código 2009.1 da TIPI, e estes forem destinados à exportação",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_15","213","Soja classificada na posição 12.01 e dos produtos classificados nos códigos 1208.10.00 e 2304.00 da TIPI","1201;12081000;230400",,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_16","301","REPES - Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_17","302","RECAP - Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras.- Venda e/ou importação de máquinas, aparelhos, instrumentos e equipamentos, para incorporação em seu ativo imobilizado",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_18","303","REIDI - Regime Especial de Incentivos para o Desenvolvimento da Infra-Estrutura",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_19","304","REPENEC - Regime Especial de Incentivos para o Desenvolvimento de Infraestrutura da Indústria Petrolífera nas Regiões Norte, Nordeste e Centro-Oeste",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_20","305","REPORTO - Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_21","306","RECOMPE - Regime Especial de Aquisição de Computadores para Uso Educacional",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_22","307","RETAERO - Regime Especial para a Indústria Aeronáutica Brasileira",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_23","308","RECOM - Regime Especial de Tributação para Construção, Ampliação, Reforma ou Modernização de Estádios de Futebol",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_24","309","ZFM  Zona Franca de Manaus",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_25","310","ZPE  Zonas de Processamento de Exportação.- Importações ou aquisições no mercado interno de bens e serviços por empresa autorizada a operar em ZPE",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_26","311","Vendas realizadas no mercado interno para a Fifa, para Subsidiária Fifa no Brasil ou para a Emissora Fonte da Fifa, de mercadorias destinadas a uso ou consumo exclusivo na organização e realização da Copa das Confederações Fifa 2013 e da Copa do Mundo Fifa 2014",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_27","312","RECOF -  Regime de Entreposto Industrial sob Controle Aduaneiro InformatizadoImportação, com ou sem cobertura cambial, e com suspensão do pagamento de tributos, sob controle aduaneiro informatizado, de mercadorias que, depois de submetidas a operação de industrialização, sejam destinadas a exportação",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
"tax_pis_cofins_susp_28","313","RECOM - Regime Aduaneiro Especial de Importação de Insumos Destinados a Industrialização por Encomenda de Produtos Classificados nas Posições 8701 A 8705 da NCM. Importação de insumos, sem cobertura cambial, destinados a industrialização por encomenda de produtos classificados nas posições 8701 a 8705 da NCM.",,,,"product","tax_pis_seminc",,"tax_cofins_seminc",
